listing_id,date
254996,2017-10-28
254996,2017-11-05
254996,2017-11-08
254996,2017-11-11
254996,2017-11-28
254996,2017-12-05
254996,2017-12-14
254996,2017-12-21
254996,2018-01-09
254996,2018-01-11
254996,2018-01-15
254996,2018-01-21
254996,2018-01-27
254996,2018-02-08
254996,2018-03-07
254996,2018-03-12
254996,2018-04-14
254996,2018-04-15
254996,2018-04-18
254996,2018-04-22
254996,2018-05-04
254996,2018-05-06
254996,2018-05-30
254996,2018-06-07
254996,2018-06-09
254996,2018-06-22
254996,2018-06-24
254996,2018-06-29
254996,2018-07-02
254996,2018-07-06
254996,2018-07-15
254996,2018-07-16
254996,2018-07-20
254996,2018-07-21
254996,2018-07-31
254996,2018-08-02
254996,2018-08-25
254996,2018-08-27
254996,2018-09-02
254996,2018-09-06
254996,2018-09-07
254996,2018-09-15
254996,2018-09-20
254996,2018-09-21
254996,2018-09-22
254996,2018-09-30
254996,2018-10-21
254996,2018-10-23
254996,2018-10-24
254996,2018-10-25
254996,2018-10-27
254996,2018-10-28
254996,2018-11-02
254996,2018-11-04
254996,2018-11-07
254996,2018-11-16
254996,2018-11-18
254996,2018-11-25
254996,2018-12-06
254996,2018-12-07
254996,2018-12-11
254996,2018-12-14
254996,2018-12-20
254996,2019-01-01
254996,2019-01-09
254996,2019-01-11
254996,2019-01-13
254996,2019-01-17
254996,2019-01-20
254996,2019-01-25
254996,2019-01-28
254996,2019-02-02
254996,2019-02-07
254996,2019-02-10
254996,2019-02-17
254996,2019-02-18
254996,2019-02-28
254996,2019-03-08
254996,2019-03-11
254996,2019-03-17
254996,2019-03-21
254996,2019-03-22
254996,2019-03-25
254996,2019-03-30
254996,2019-04-04
254996,2019-04-13
254996,2019-04-21
254996,2019-04-26
254996,2019-04-27
254996,2019-04-28
254996,2019-05-01
254996,2019-05-12
254996,2019-05-21
254996,2019-05-25
254996,2019-06-03
254996,2019-06-06
254996,2019-06-08
254996,2019-06-13
254996,2019-06-15
254996,2019-06-22
254996,2019-06-26
254996,2019-06-29
254996,2019-07-01
254996,2019-07-03
254996,2019-07-04
254996,2019-07-05
254996,2019-07-11
254996,2019-07-12
254996,2019-07-13
254996,2019-07-17
254996,2019-07-20
254996,2019-07-27
254996,2019-07-28
254996,2019-08-03
254996,2019-08-05
254996,2019-08-09
254996,2019-08-11
254996,2019-08-16
254996,2019-08-18
254996,2019-08-23
254996,2019-08-31
254996,2019-09-13
254996,2019-09-14
254996,2019-09-20
254996,2019-09-21
254996,2019-09-22
254996,2019-10-21
254996,2019-10-29
254996,2019-10-30
254996,2019-11-07
254996,2019-11-08
254996,2019-11-20
254996,2019-11-23
254996,2019-11-25
254996,2019-11-28
254996,2019-12-02
254996,2019-12-07
254996,2019-12-09
254996,2019-12-15
254996,2019-12-17
254996,2019-12-31
254996,2020-01-08
254996,2020-01-09
254996,2020-01-11
254996,2020-01-16
254996,2020-01-19
254996,2020-01-24
254996,2020-01-26
254996,2020-01-31
254996,2020-02-02
254996,2020-02-12
254996,2020-02-13
254996,2020-03-05
254996,2020-03-08
