listing_id,date
42010,2013-12-08
42010,2013-12-11
42010,2013-12-15
42010,2013-12-17
42010,2013-12-22
42010,2013-12-25
42010,2014-01-02
42010,2014-01-07
42010,2014-01-15
42010,2014-01-18
42010,2014-01-24
42010,2014-01-31
42010,2014-02-04
42010,2014-02-09
42010,2014-02-18
42010,2014-02-21
42010,2014-02-28
42010,2014-03-18
42010,2014-03-23
42010,2014-03-30
42010,2014-04-04
42010,2014-04-07
42010,2014-04-11
42010,2014-04-16
42010,2014-04-25
42010,2014-05-01
42010,2014-05-05
42010,2014-05-21
42010,2014-05-23
42010,2014-05-26
42010,2014-06-02
42010,2014-06-05
42010,2014-06-19
42010,2014-06-22
42010,2014-07-10
42010,2014-07-14
42010,2014-07-16
42010,2014-07-21
42010,2014-07-23
42010,2014-07-26
42010,2014-08-04
42010,2014-08-10
42010,2014-08-16
42010,2014-08-20
42010,2014-08-28
42010,2014-09-02
42010,2014-09-06
42010,2014-09-26
42010,2014-09-28
42010,2014-10-10
42010,2014-10-12
42010,2014-10-16
42010,2014-10-20
42010,2014-10-27
42010,2014-10-31
42010,2014-11-05
42010,2014-11-07
42010,2014-11-11
42010,2014-11-13
42010,2014-11-16
42010,2014-11-19
42010,2014-12-05
42010,2014-12-13
42010,2014-12-17
42010,2014-12-24
42010,2015-01-03
42010,2015-01-19
42010,2015-02-10
42010,2015-02-21
42010,2015-02-23
42010,2015-03-04
42010,2015-03-12
42010,2015-03-17
42010,2015-03-23
42010,2015-03-27
42010,2015-03-30
42010,2015-04-14
42010,2015-04-19
42010,2015-04-27
42010,2015-04-30
42010,2015-05-09
42010,2015-05-15
42010,2015-05-17
42010,2015-05-21
42010,2015-05-25
42010,2015-06-09
42010,2015-06-12
42010,2015-06-16
42010,2015-06-25
42010,2015-06-28
42010,2015-07-04
42010,2015-07-31
42010,2015-08-04
42010,2015-08-12
42010,2015-08-14
42010,2015-08-16
42010,2015-08-24
42010,2015-09-01
42010,2015-09-05
42010,2015-09-07
42010,2015-09-10
42010,2015-09-15
42010,2015-09-21
42010,2015-09-27
42010,2015-09-30
42010,2015-10-02
42010,2015-10-06
42010,2015-10-11
42010,2015-10-14
42010,2015-10-17
42010,2015-10-19
42010,2015-10-22
42010,2015-10-26
42010,2015-11-04
42010,2015-11-07
42010,2015-11-13
42010,2015-11-17
42010,2015-11-22
42010,2015-12-02
42010,2015-12-05
42010,2015-12-08
42010,2015-12-20
42010,2015-12-25
42010,2016-01-06
42010,2016-01-12
42010,2016-01-15
42010,2016-01-25
42010,2016-02-11
42010,2016-02-15
42010,2016-03-22
42010,2016-04-17
42010,2016-04-28
42010,2016-05-02
42010,2016-05-10
42010,2016-05-19
42010,2016-05-22
42010,2016-05-30
42010,2016-06-02
42010,2016-06-12
42010,2016-06-15
42010,2016-06-17
42010,2016-06-22
42010,2016-06-25
42010,2016-07-02
42010,2016-07-10
42010,2016-07-12
42010,2016-07-17
42010,2016-07-24
42010,2016-08-19
42010,2016-08-22
42010,2016-08-27
42010,2016-09-01
42010,2016-09-15
42010,2016-09-17
42010,2016-09-25
42010,2016-10-04
42010,2016-10-09
42010,2016-10-13
42010,2016-10-15
42010,2016-10-24
42010,2016-10-31
42010,2016-11-03
42010,2016-11-21
42010,2016-12-06
42010,2016-12-11
42010,2016-12-18
42010,2016-12-22
42010,2017-01-02
42010,2017-02-05
42010,2017-02-07
42010,2017-02-15
42010,2017-02-19
42010,2017-02-22
42010,2017-03-03
42010,2017-03-07
42010,2017-04-02
42010,2017-04-09
42010,2017-04-17
42010,2017-04-21
42010,2017-04-25
42010,2017-05-01
42010,2017-05-08
42010,2017-05-14
42010,2017-05-19
42010,2017-05-21
42010,2017-05-27
42010,2017-06-04
42010,2017-06-14
42010,2017-07-01
42010,2017-07-05
42010,2017-07-10
42010,2017-07-14
42010,2017-07-26
42010,2017-08-11
42010,2017-08-31
42010,2017-09-08
42010,2017-09-30
42010,2017-10-02
42010,2017-10-26
42010,2017-10-29
42010,2018-05-14
42010,2018-05-21
42010,2018-06-12
42010,2018-06-19
42010,2018-06-23
42010,2018-07-01
42010,2018-07-04
42010,2018-07-08
42010,2018-08-04
42010,2018-08-12
42010,2018-08-24
42010,2018-09-03
42010,2018-09-09
