listing_id,date
13913,2010-08-18
13913,2011-07-11
13913,2011-09-13
13913,2011-10-03
13913,2011-10-09
13913,2013-05-28
13913,2013-10-17
13913,2014-04-17
13913,2015-09-12
13913,2016-03-05
13913,2017-09-22
13913,2018-05-06
13913,2018-06-17
13913,2019-05-12
13913,2019-06-10
13913,2019-09-29
13913,2019-10-02
13913,2019-10-07
13913,2019-11-25
13913,2020-02-22
13913,2021-11-21
13913,2022-04-04
13913,2022-05-17
13913,2022-05-20
13913,2022-05-22
13913,2022-06-10
13913,2022-06-18
13913,2022-06-23
13913,2022-07-15
13913,2022-09-16
13913,2022-09-20
13913,2022-09-22
13913,2022-09-23
13913,2022-09-26
13913,2022-10-02
13913,2022-10-08
13913,2022-10-09
13913,2022-10-17
13913,2022-10-30
13913,2022-12-11
13913,2023-11-26
13913,2024-05-03
13913,2024-06-09
13913,2024-07-10
13913,2024-09-08
13913,2024-11-03
13913,2024-11-17
13913,2024-12-15
13913,2024-12-22
13913,2025-02-02
13913,2025-02-09
13913,2025-03-02
13913,2025-03-16
13913,2025-05-02
13913,2025-08-21
15400,2009-12-21
15400,2010-10-02
15400,2010-10-17
15400,2011-03-04
15400,2011-04-07
15400,2011-04-17
15400,2011-04-27
15400,2011-08-19
15400,2011-08-30
15400,2011-09-13
15400,2011-09-21
15400,2011-10-17
15400,2011-11-01
15400,2012-01-16
15400,2012-03-21
15400,2012-03-31
15400,2012-05-27
15400,2012-06-16
15400,2012-07-02
15400,2012-07-16
15400,2012-07-24
15400,2012-08-30
15400,2012-09-08
15400,2012-09-16
15400,2012-09-27
15400,2013-01-06
15400,2013-03-03
15400,2013-05-05
15400,2013-05-09
15400,2013-05-19
15400,2013-10-19
15400,2013-11-04
15400,2013-11-29
15400,2014-01-02
15400,2014-01-14
15400,2014-01-20
15400,2014-04-23
15400,2014-05-25
15400,2014-06-02
15400,2014-06-09
15400,2014-06-29
15400,2014-07-06
15400,2014-08-07
15400,2014-12-05
15400,2015-03-08
15400,2015-03-16
15400,2015-04-08
15400,2015-05-21
15400,2015-06-03
15400,2015-06-07
15400,2015-06-20
15400,2015-06-24
15400,2015-07-10
15400,2015-07-13
15400,2015-07-20
15400,2015-07-28
15400,2016-03-23
15400,2016-04-12
15400,2016-05-29
15400,2016-06-26
15400,2016-07-26
15400,2016-08-14
15400,2016-08-28
15400,2016-09-03
15400,2016-09-12
15400,2016-09-16
15400,2016-10-10
15400,2016-10-14
15400,2016-10-19
15400,2016-10-23
15400,2016-12-17
15400,2017-01-01
15400,2017-04-01
15400,2017-05-24
15400,2017-06-28
15400,2017-07-10
15400,2017-10-05
15400,2017-10-10
15400,2018-03-03
15400,2018-03-20
15400,2018-03-30
15400,2019-04-08
15400,2019-04-16
15400,2019-04-22
15400,2019-05-05
15400,2019-08-10
15400,2019-08-27
15400,2019-09-23
15400,2020-03-16
15400,2022-09-08
15400,2022-10-17
15400,2022-10-24
15400,2023-04-09
15400,2023-05-01
15400,2024-03-25
15400,2024-04-28
15400,2025-04-05
17402,2011-03-21
17402,2011-07-04
17402,2011-09-18
17402,2011-10-03
17402,2011-10-20
17402,2011-11-02
17402,2012-02-22
17402,2012-03-29
17402,2012-04-20
17402,2012-05-21
17402,2012-08-13
17402,2012-10-01
17402,2013-09-22
17402,2013-10-26
17402,2013-11-12
17402,2014-02-23
17402,2014-03-13
17402,2014-03-20
17402,2014-04-28
17402,2014-06-26
17402,2014-08-27
17402,2015-01-23
17402,2015-01-27
17402,2015-02-23
